gene	cell_type	disease_state	n_cells	mean	median	pct_expressing	n_nonzero
AP4B1-AS1	duct epithelial cell	T2D	4877	0.00697149895131588	0.0	0.6971498872257536	34
AP4B1-AS1	endothelial cell	AAB	913	0.0032858706545084715	0.0	0.32858707557502737	3
AP4B1-AS1	endothelial cell	Control	2744	0.0018221574136987329	0.0	0.18221574344023322	5
AP4B1-AS1	endothelial cell	T1D	945	0.008465608581900597	0.0	0.7407407407407408	7
AP4B1-AS1	endothelial cell	T2D	1250	0.004000000189989805	0.0	0.4	5
AP4B1-AS1	epsilon cell	AAB	35	0.02857142873108387	0.0	2.857142857142857	1
AP4B1-AS1	epsilon cell	Control	97	0.0	0.0	0.0	0
AP4B1-AS1	epsilon cell	T1D	41	0.024390242993831635	0.0	2.4390243902439024	1
AP4B1-AS1	epsilon cell	T2D	23	0.0	0.0	0.0	0
AP4B1-AS1	leukocyte	AAB	136	0.007352941203862429	0.0	0.7352941176470588	1
AP4B1-AS1	leukocyte	Control	529	0.005671077407896519	0.0	0.5671077504725899	3
AP4B1-AS1	leukocyte	T1D	229	0.0043668122962117195	0.0	0.43668122270742354	1
AP4B1-AS1	leukocyte	T2D	304	0.003289473708719015	0.0	0.3289473684210526	1
AP4B1-AS1	mesenchymal cell	AAB	1571	0.0038192234933376312	0.0	0.3819223424570337	6
AP4B1-AS1	mesenchymal cell	Control	4411	0.0015869417693465948	0.0	0.1586941736567672	7
AP4B1-AS1	mesenchymal cell	T1D	1132	0.006183745805174112	0.0	0.6183745583038869	7
AP4B1-AS1	mesenchymal cell	T2D	2473	0.003639304544776678	0.0	0.3234937323089365	8
AP4B1-AS1	unknown	AAB	901	0.0022197559010237455	0.0	0.22197558268590456	2
AP4B1-AS1	unknown	Control	3424	0.001460280385799706	0.0	0.14602803738317757	5
AP4B1-AS1	unknown	T1D	1206	0.0033167495857924223	0.0	0.33167495854063017	4
AP4B1-AS1	unknown	T2D	1828	0.0005470459582284093	0.0	0.05470459518599562	1
APOBR	PP cell	AAB	447	0.0	0.0	0.0	0
APOBR	PP cell	Control	1402	0.0007132667815312743	0.0	0.07132667617689016	1
APOBR	PP cell	T1D	362	0.0	0.0	0.0	0
APOBR	PP cell	T2D	614	0.0	0.0	0.0	0
APOBR	acinar cell	AAB	6645	0.00030097816488705575	0.0	0.030097817908201655	2
APOBR	acinar cell	Control	25693	0.000739501032512635	0.0	0.07395010314093332	19
APOBR	acinar cell	T1D	11264	0.0012428977061063051	0.0	0.11541193181818182	13
APOBR	acinar cell	T2D	15892	0.000692172150593251	0.0	0.06292474200855776	10
APOBR	alpha cell	AAB	8759	0.0	0.0	0.0	0
APOBR	alpha cell	Control	31545	0.00012680297368206084	0.0	0.009510223490252021	3
APOBR	alpha cell	T1D	8175	0.00024464831221848726	0.0	0.024464831804281346	2
APOBR	alpha cell	T2D	16634	0.0004809426609426737	0.0	0.0480942647589275	8
APOBR	beta cell	AAB	8523	0.0	0.0	0.0	0
APOBR	beta cell	Control	27160	0.00011045655264751986	0.0	0.011045655375552283	3
APOBR	beta cell	T1D	715	0.0	0.0	0.0	0
APOBR	beta cell	T2D	8161	0.0	0.0	0.0	0
APOBR	delta cell	AAB	655	0.0	0.0	0.0	0
APOBR	delta cell	Control	3358	0.00029779630131088197	0.0	0.02977963073257892	1
APOBR	delta cell	T1D	737	0.0	0.0	0.0	0
APOBR	delta cell	T2D	919	0.001088139251805842	0.0	0.1088139281828074	1
APOBR	duct epithelial cell	AAB	3313	0.00150920613668859	0.0	0.12073649260488982	4
APOBR	duct epithelial cell	Control	6724	0.00014872099563945085	0.0	0.0148720999405116	1
APOBR	duct epithelial cell	T1D	5311	0.0007531538140028715	0.0	0.07531538316701186	4
APOBR	duct epithelial cell	T2D	4877	0.00020504408166743815	0.0	0.020504408447816282	1
APOBR	endothelial cell	AAB	913	0.0	0.0	0.0	0
APOBR	endothelial cell	Control	2744	0.0	0.0	0.0	0
APOBR	endothelial cell	T1D	945	0.0010582010727375746	0.0	0.10582010582010583	1
APOBR	endothelial cell	T2D	1250	0.0	0.0	0.0	0
APOBR	epsilon cell	AAB	35	0.0	0.0	0.0	0
APOBR	epsilon cell	Control	97	0.0	0.0	0.0	0
APOBR	epsilon cell	T1D	41	0.024390242993831635	0.0	2.4390243902439024	1
APOBR	epsilon cell	T2D	23	0.0	0.0	0.0	0
APOBR	leukocyte	AAB	136	0.1617647111415863	0.0	13.23529411764706	18
